,class
10751,neg
14119,neg
18215,neg
6650,pos
10022,neg
32282,neg
10788,neg
22361,neg
33516,pos
2411,neg
20803,neg
17403,neg
12439,neg
32486,neg
22548,neg
32066,neg
24656,neg
22612,neg
30221,neg
17151,neg
21201,neg
27655,neg
22402,neg
34953,neg
13302,neg
11011,neg
33098,neg
3729,neg
35735,neg
5630,neg
11932,neg
26072,neg
9665,neg
4524,neg
25371,neg
6200,neg
34554,neg
20982,neg
2803,pos
31003,neg
26565,neg
10230,neg
29358,neg
5078,neg
17459,neg
30580,neg
5779,neg
8811,neg
4087,neg
4653,neg
18414,neg
33694,neg
16515,neg
21324,neg
5807,neg
4162,neg
6470,neg
3250,neg
19189,neg
25162,neg
30005,neg
4766,neg
18455,neg
7114,neg
9523,neg
6811,neg
17712,neg
12784,neg
980,neg
4716,neg
35334,neg
22999,neg
4370,neg
631,neg
25247,neg
16548,neg
9120,neg
12047,neg
11549,neg
33165,neg
30622,neg
29700,neg
34810,neg
30910,neg
19732,neg
17674,neg
5499,pos
1276,neg
15872,neg
28245,neg
7869,neg
33033,neg
21979,neg
7477,neg
25035,neg
9555,neg
23335,neg
21014,neg
10364,neg
23823,neg
12742,neg
30525,neg
12202,neg
18456,neg
9664,neg
13147,neg
35247,neg
30034,neg
30687,neg
30904,neg
7445,neg
14893,neg
16544,neg
7263,neg
32360,neg
5437,neg
2101,neg
24877,neg
24808,pos
30936,neg
5912,neg
1232,neg
7906,neg
16155,neg
2705,neg
25540,neg
3300,neg
15248,neg
30885,neg
4865,neg
35558,neg
27022,neg
5169,neg
19766,neg
18997,neg
19730,neg
7240,neg
20037,neg
12250,neg
11513,neg
16467,neg
16414,neg
30979,neg
6520,neg
11177,neg
26134,neg
7878,pos
8318,neg
14943,neg
21384,neg
20474,neg
27775,neg
11988,neg
28663,neg
6667,neg
25338,neg
23711,neg
27020,neg
30729,neg
34995,neg
13700,neg
5030,neg
2293,neg
5444,neg
8181,neg
32223,neg
719,neg
6992,neg
22847,neg
11146,neg
18754,neg
14868,neg
18120,neg
25691,neg
15443,neg
24485,neg
12100,neg
25755,neg
25386,neg
24236,neg
6364,neg
15870,neg
10588,neg
11641,neg
13142,neg
2758,neg
11891,neg
29258,neg
18744,neg
418,pos
12793,neg
13736,neg
14050,neg
20502,neg
20150,neg
35904,neg
32370,neg
6953,neg
30456,neg
17314,neg
35063,neg
18648,neg
13577,neg
32149,neg
8773,neg
32121,neg
13725,neg
15488,neg
24309,neg
26705,neg
34358,neg
9014,neg
517,neg
9115,neg
17458,neg
30451,neg
27118,neg
35378,neg
25850,neg
3556,neg
20380,pos
8712,neg
22864,neg
5718,neg
7754,neg
27861,neg
4720,neg
11661,pos
30933,neg
6870,neg
11508,neg
4523,neg
10437,neg
3394,neg
7350,neg
12990,neg
21494,neg
21174,neg
14811,neg
4762,neg
33849,neg
34432,neg
3382,neg
21916,neg
19939,neg
7410,neg
34849,neg
32712,neg
17252,neg
28697,neg
18730,neg
22540,neg
22174,neg
2816,neg
27848,neg
31874,neg
17591,neg
28611,neg
1744,neg
27217,neg
14806,neg
15412,neg
26532,neg
17238,neg
4081,neg
35219,neg
21258,neg
16237,neg
8456,neg
22577,neg
12123,neg
6883,neg
4152,neg
4905,neg
34768,neg
10737,neg
10377,neg
31838,neg
2237,neg
30000,neg
21540,neg
34369,neg
9548,neg
11965,neg
8152,neg
15150,neg
21090,neg
21187,neg
20903,neg
178,pos
27539,neg
10542,neg
30233,neg
20131,neg
28647,neg
2918,neg
15048,neg
22660,neg
25129,pos
36020,neg
29315,neg
562,neg
5795,pos
20906,neg
8966,neg
2976,neg
2668,neg
23023,neg
17223,neg
1848,neg
6999,neg
33914,neg
29325,neg
29167,neg
5925,neg
13579,neg
11541,neg
28945,neg
6051,neg
195,pos
28034,neg
2,pos
118,pos
7406,neg
10667,neg
27762,neg
5236,neg
9450,neg
19807,neg
4757,neg
22364,neg
11727,neg
32796,neg
23549,neg
10784,neg
10005,neg
12288,neg
16917,neg
12643,neg
4922,neg
16340,neg
17631,neg
24799,neg
28047,neg
31839,neg
22087,neg
35648,neg
2324,neg
4754,neg
29863,neg
22661,neg
33172,neg
23177,neg
15951,neg
5260,neg
22458,neg
5697,neg
8302,neg
30707,neg
33148,neg
34937,neg
7068,neg
24254,neg
33114,neg
20698,neg
31715,neg
20373,neg
12294,neg
29625,neg
19228,neg
12934,neg
22127,neg
29343,neg
14464,neg
29234,neg
10113,neg
22393,neg
5787,neg
26266,neg
14851,neg
1710,neg
17482,neg
16518,neg
31083,neg
12706,neg
4702,neg
18686,neg
22531,neg
2208,neg
6249,neg
3261,neg
21518,neg
20052,neg
16473,neg
22270,neg
28690,neg
32134,pos
23632,neg
21806,neg
3695,neg
35636,neg
5028,neg
12514,neg
4971,neg
15030,neg
18727,neg
13174,neg
4006,neg
6216,neg
24219,neg
34138,neg
29094,neg
34104,neg
16234,neg
783,neg
7986,neg
24065,neg
6376,neg
28265,neg
18288,neg
11284,neg
23141,neg
28329,neg
11290,neg
7000,neg
34607,neg
31237,neg
15623,neg
18908,neg
30450,neg
19223,neg
23761,neg
32851,neg
18130,neg
1945,neg
14697,neg
28441,neg
24693,neg
31279,neg
25766,neg
14391,neg
15422,neg
24990,neg
19679,neg
29046,neg
29946,neg
34159,neg
14375,neg
13160,neg
21087,neg
7353,neg
31274,neg
4727,neg
11956,neg
25458,neg
18364,neg
19755,neg
29778,neg
3032,neg
30705,neg
4608,neg
17848,neg
32386,neg
25964,neg
23033,neg
33410,neg
9308,neg
7386,neg
11890,neg
31424,neg
32873,neg
20975,neg
26455,neg
23082,neg
15766,neg
30668,neg
5966,neg
34843,neg
14142,neg
34114,neg
34449,neg
35551,neg
6662,neg
22744,neg
1289,neg
20484,neg
26792,neg
25774,neg
14512,neg
23655,neg
6259,neg
2833,neg
8399,neg
14312,neg
28789,neg
7017,neg
16503,neg
18462,neg
12008,neg
32049,neg
1581,neg
14537,neg
35233,neg
19115,neg
7509,neg
8385,neg
22703,neg
20671,neg
17357,neg
2515,neg
10037,neg
24552,neg
30192,neg
12003,neg
2086,neg
23098,neg
10054,neg
15812,neg
2371,neg
16096,neg
5425,neg
31093,neg
13903,neg
1837,neg
21476,neg
21579,neg
23652,neg
15684,neg
32559,neg
22681,neg
30153,neg
13364,neg
32917,neg
3019,neg
25722,neg
28889,neg
3245,neg
30893,neg
3779,neg
30946,neg
24592,neg
366,pos
19600,neg
6951,neg
22758,neg
3460,neg
33695,neg
4628,neg
34277,neg
35938,neg
650,neg
27346,neg
29716,neg
7518,neg
17344,neg
29858,neg
6235,neg
29704,neg
3534,neg
16606,neg
18858,neg
19466,neg
10796,neg
13760,neg
18827,neg
35663,neg
34328,neg
27536,neg
32240,neg
16174,neg
14010,neg
35894,neg
20199,neg
32362,neg
5400,neg
9067,neg
16734,neg
30727,neg
6727,neg
4567,neg
34676,neg
14289,neg
2775,neg
14241,neg
18703,neg
4136,neg
30823,neg
14509,neg
32570,neg
22105,neg
3517,neg
14079,neg
28978,neg
25830,neg
20018,neg
8731,neg
28384,neg
33531,neg
10373,neg
6171,neg
22473,neg
24162,neg
18324,neg
15498,neg
14284,neg
32341,neg
520,neg
7057,neg
25799,neg
19073,neg
4419,neg
29377,neg
11525,neg
30796,neg
17598,pos
22950,neg
23113,neg
7453,neg
33764,neg
2376,neg
6445,neg
24420,neg
18657,neg
6482,neg
13013,neg
5548,neg
7730,neg
20541,neg
32294,neg
26871,neg
28628,neg
25998,neg
13400,neg
27098,neg
33207,neg
5135,neg
33119,neg
35562,neg
17980,neg
10357,neg
33820,neg
13201,neg
13537,neg
11749,neg
31624,neg
11166,neg
7320,neg
15238,neg
20623,neg
12482,neg
32601,neg
31843,neg
34785,neg
33476,neg
27377,neg
7594,neg
6202,neg
33691,neg
15745,neg
12899,neg
2856,neg
24803,neg
14081,neg
23317,neg
24628,neg
33359,neg
32204,neg
24073,neg
12,pos
23407,neg
19911,neg
22748,neg
14968,neg
6168,neg
23724,neg
27481,neg
36106,neg
31672,neg
23217,neg
3823,neg
16526,neg
1178,neg
167,pos
12624,neg
12692,neg
7904,neg
755,neg
2550,neg
19551,neg
9123,neg
30987,neg
13484,neg
13686,neg
34008,neg
20144,neg
34290,neg
18800,neg
7815,neg
34318,neg
7726,neg
9283,neg
1866,neg
32326,neg
12078,neg
26904,neg
25475,neg
5388,neg
23112,neg
20082,neg
26711,neg
5016,neg
11658,neg
16851,neg
3377,neg
15531,neg
24429,neg
4153,neg
36004,neg
3358,neg
29797,neg
2099,neg
27962,neg
20783,neg
20335,neg
4607,neg
1031,neg
35841,neg
6816,neg
16248,neg
34851,neg
5389,neg
9592,neg
34154,neg
21441,neg
1815,pos
26300,neg
8963,neg
12485,neg
10673,neg
4203,neg
29132,neg
18069,neg
33321,neg
4717,neg
30625,neg
12474,neg
14539,neg
32128,neg
2062,neg
33650,neg
27449,neg
8034,neg
9980,neg
27940,neg
14257,neg
10995,neg
14475,neg
30441,neg
32335,neg
3362,neg
35141,neg
22949,neg
26883,neg
3594,neg
30145,neg
30116,neg
25713,neg
24009,neg
25601,neg
16165,neg
9020,neg
26569,neg
1149,neg
17407,neg
7329,neg
25165,neg
9476,neg
20644,neg
13622,neg
30491,neg
5524,neg
11202,neg
29848,neg
28296,neg
30391,neg
2742,neg
26974,neg
16881,neg
27445,neg
20279,neg
415,pos
14620,neg
8871,neg
945,neg
20954,neg
18520,neg
16263,neg
12603,neg
22913,neg
1296,neg
24204,neg
26285,neg
17926,pos
19363,neg
24083,neg
34125,neg
13503,neg
17892,neg
3340,neg
32895,neg
24494,neg
31289,neg
2390,neg
17013,neg
27228,neg
25322,neg
3816,neg
34216,neg
28771,neg
3490,neg
28261,neg
19759,neg
28724,neg
20480,neg
9326,neg
14183,neg
6892,neg
18869,neg
32328,neg
28357,neg
15088,neg
20055,neg
25530,neg
23644,neg
37,pos
12591,neg
4635,neg
28049,neg
4357,neg
13473,neg
17539,neg
5761,neg
5230,neg
23372,neg
215,pos
22194,neg
34750,neg
11889,neg
26886,neg
8004,neg
33552,neg
21687,neg
35779,neg
24830,neg
17082,neg
9936,neg
21399,neg
34621,neg
29520,neg
1361,neg
6018,neg
27023,neg
7637,neg
35574,neg
26142,neg
7458,neg
35949,neg
8200,neg
5420,neg
29573,neg
29937,neg
33561,neg
2493,neg
4772,neg
31015,neg
4270,neg
32953,neg
27896,neg
11435,neg
23896,neg
4654,neg
9569,neg
23287,neg
34850,neg
4138,neg
1527,neg
6039,neg
17475,neg
32238,neg
9485,neg
19462,neg
1708,neg
33480,neg
22139,neg
14616,neg
9671,neg
19224,neg
31559,neg
11277,neg
20801,neg
4459,neg
2115,neg
19243,neg
21804,neg
19508,neg
33731,neg
26979,neg
7266,neg
18720,neg
27138,neg
23675,neg
20080,neg
26765,pos
17613,neg
13809,neg
5411,neg
13798,neg
437,pos
19737,neg
8666,neg
9683,neg
1120,neg
35982,neg
26163,neg
14627,neg
11060,neg
11024,neg
24826,neg
11506,neg
4916,neg
16131,pos
24285,neg
10382,neg
12915,neg
31777,neg
4213,neg
30215,neg
34857,neg
29261,neg
27158,neg
35846,neg
17228,neg
3292,neg
22974,neg
14062,neg
32567,neg
11839,neg
11330,neg
18862,neg
9494,neg
9534,neg
22069,neg
7734,neg
35806,neg
2850,neg
4179,neg
26838,neg
15078,neg
30051,neg
7764,neg
27566,neg
24052,neg
19623,neg
13012,neg
19602,neg
16695,neg
6546,neg
34614,neg
32792,neg
24907,neg
30466,pos
33419,neg
10190,neg
1889,neg
21490,neg
27544,neg
4616,neg
388,pos
13719,neg
26758,neg
23663,neg
866,neg
29431,neg
13862,neg
4878,neg
9743,neg
30076,neg
28781,neg
16359,neg
13407,neg
22813,neg
31967,neg
11067,neg
17618,neg
20309,neg
35602,neg
29488,neg
10197,neg
32937,neg
20941,neg
8994,pos
33806,neg
17903,neg
21112,neg
19347,neg
5452,neg
29884,neg
22938,neg
27033,neg
23979,neg
3873,neg
27820,neg
31769,neg
14230,neg
20212,neg
33961,neg
25399,neg
13560,neg
34869,neg
14915,neg
2703,neg
2336,neg
9142,neg
17081,neg
31130,neg
23588,neg
8405,neg
24510,neg
14077,neg
31508,neg
32287,neg
23071,neg
5993,neg
12876,neg
6955,neg
1680,neg
5889,neg
30125,neg
8081,neg
32991,neg
1131,neg
9402,neg
29900,neg
9763,neg
769,neg
26820,neg
1965,neg
2819,neg
35066,neg
20494,neg
24679,neg
25344,neg
3677,neg
26127,neg
88,pos
30817,neg
14815,neg
2993,neg
18613,neg
6236,neg
16110,neg
15734,neg
16592,neg
33371,neg
22824,neg
26296,neg
21123,neg
743,neg
9923,neg
6261,neg
2902,neg
17812,neg
14672,neg
7605,neg
25341,neg
11869,neg
30041,neg
19109,neg
9579,neg
3722,neg
19806,neg
2915,neg
34897,neg
19155,neg
31456,neg
28219,neg
35412,neg
8,pos
1118,neg
30695,neg
31568,neg
12374,neg
17203,neg
12802,neg
14494,neg
4785,neg
34546,neg
16373,neg
11948,neg
30847,neg
1183,neg
30351,neg
2584,neg
11648,neg
6115,neg
17934,neg
8142,neg
14778,neg
31186,neg
30693,neg
13705,neg
33619,neg
21536,neg
12550,neg
4438,neg
23963,neg
29849,neg
8922,neg
23591,neg
29597,neg
1366,neg
26596,neg
24517,neg
8352,neg
34854,neg
22513,neg
32247,neg
1203,neg
20943,neg
18785,neg
2352,neg
11857,neg
7327,neg
15415,neg
10122,neg
3590,neg
10844,neg
2105,neg
21051,neg
34619,neg
9970,neg
32747,neg
19425,neg
22184,neg
31270,neg
6562,neg
21505,neg
21312,neg
32186,neg
10146,neg
22467,neg
36076,neg
11874,neg
7696,neg
32225,neg
13592,neg
15476,neg
26817,neg
6693,neg
8576,neg
8818,neg
1215,neg
17708,neg
35955,neg
3365,neg
13042,neg
21131,neg
13416,neg
19868,neg
12063,neg
32961,neg
9301,neg
8694,neg
20372,neg
5175,neg
2081,neg
29397,pos
13535,neg
6,pos
23120,neg
23176,neg
18776,neg
22250,neg
9766,neg
2307,neg
17298,neg
15551,neg
5886,neg
1658,neg
30280,neg
8428,neg
13069,neg
24459,neg
33388,neg
5726,neg
12594,neg
4060,neg
10196,neg
4674,neg
13565,neg
16121,neg
24556,neg
28831,neg
22027,neg
27954,neg
14323,neg
34381,neg
34689,neg
20781,neg
16342,neg
31975,neg
3006,neg
27966,neg
13439,neg
4691,neg
27955,neg
17748,neg
9981,neg
9444,neg
34672,neg
29814,neg
5376,neg
2161,neg
29782,neg
33744,neg
36101,neg
6730,neg
13368,neg
26079,neg
26720,neg
28895,neg
35331,neg
32082,neg
25568,neg
22610,neg
2737,neg
27513,neg
13250,neg
16565,neg
24060,neg
3900,neg
12905,neg
18725,neg
16431,neg
12072,neg
32999,neg
7897,neg
3588,neg
23026,neg
16672,neg
8701,neg
5090,neg
26353,neg
2958,neg
17361,neg
2778,neg
15625,neg
20920,neg
6404,neg
12106,neg
35650,neg
5050,neg
17608,neg
12671,neg
19942,neg
7577,neg
17375,neg
12103,neg
3172,neg
34352,neg
8500,neg
19577,neg
3891,neg
12487,neg
8044,neg
23470,neg
18511,neg
16469,neg
1385,neg
9165,neg
15878,neg
15687,neg
4173,neg
29322,neg
4174,neg
7826,neg
6923,neg
3954,neg
32971,neg
19097,neg
29603,neg
23763,neg
32550,neg
13823,neg
20253,neg
8279,neg
34178,neg
5048,neg
22943,neg
8822,neg
26135,neg
26938,neg
26934,neg
33689,neg
20665,neg
23453,neg
2503,neg
18550,neg
22340,neg
30767,neg
2764,neg
15496,neg
31303,neg
15831,neg
32708,neg
21580,neg
9364,neg
19979,neg
28700,neg
30016,neg
3139,neg
21044,neg
6782,neg
36161,neg
1239,neg
27372,neg
32356,neg
2301,neg
21632,neg
23659,neg
15297,neg
2820,neg
26816,neg
28654,neg
31061,neg
33090,neg
20184,neg
12811,neg
21549,neg
8419,neg
34588,neg
32473,neg
1368,neg
27945,neg
22602,neg
18849,neg
18498,neg
4447,neg
17312,neg
23369,neg
27480,neg
12503,neg
13494,neg
21039,pos
35003,neg
2510,neg
27677,neg
33792,neg
8629,neg
10175,neg
17750,neg
3832,neg
6083,neg
18715,neg
33761,neg
2563,neg
27222,neg
1316,neg
24408,neg
5155,neg
23092,neg
3595,neg
35859,neg
4255,neg
13777,neg
34219,neg
36079,neg
18515,neg
22688,neg
21228,neg
19081,neg
17976,neg
17509,neg
26448,neg
33968,neg
18871,neg
24466,neg
28546,neg
32822,neg
31954,neg
4128,neg
21046,neg
35417,neg
6035,neg
3541,neg
20917,neg
5027,neg
24353,neg
26384,neg
32970,neg
12937,neg
26491,neg
30784,neg
24908,neg
24005,neg
13746,neg
20636,neg
7548,neg
13670,neg
8239,neg
18639,neg
33670,neg
14223,neg
33333,neg
8775,neg
34189,neg
32544,neg
23531,neg
27981,neg
18057,neg
14926,neg
14472,neg
25476,neg
27145,neg
17014,neg
31066,neg
31969,neg
11645,neg
21127,neg
13285,neg
23021,neg
11189,neg
23678,neg
30129,neg
14216,neg
9219,neg
26986,neg
15748,neg
21288,neg
33681,neg
12916,neg
7117,neg
9669,neg
3643,neg
5891,neg
2113,pos
15974,neg
26744,neg
3035,neg
17843,neg
35056,neg
20458,neg
24043,neg
31466,neg
31532,neg
7289,neg
20049,neg
11460,neg
9442,neg
8051,neg
6335,neg
25635,neg
25498,neg
6829,neg
24046,neg
9887,neg
3413,neg
6451,neg
22454,neg
27543,neg
34658,neg
28032,neg
32918,neg
29821,neg
3848,neg
24868,neg
15203,neg
21118,neg
17912,neg
9623,neg
11242,neg
21543,neg
3336,neg
5836,neg
12718,neg
19780,neg
5126,neg
10831,neg
32437,neg
10997,neg
14784,neg
28977,neg
1942,neg
20723,neg
765,neg
13540,neg
12280,neg
20792,neg
17204,neg
16962,neg
2620,neg
24214,neg
4499,neg
13596,neg
4910,neg
9477,neg
7177,neg
9685,neg
19249,neg
27579,neg
11579,neg
34086,neg
20221,neg
31510,neg
6575,neg
21514,neg
15021,neg
27410,neg
3608,neg
17846,neg
2226,neg
21745,neg
35421,neg
32117,neg
23758,neg
8196,neg
10592,neg
1526,neg
35064,neg
22177,neg
25950,neg
25057,neg
32504,neg
26271,neg
33669,pos
7739,neg
7780,neg
24624,neg
28564,neg
24980,neg
8482,neg
27112,neg
28887,neg
34455,neg
32811,neg
22006,neg
8867,neg
20287,neg
6508,neg
2283,neg
1235,neg
18061,neg
9634,neg
6664,neg
25220,neg
27534,neg
12476,neg
2765,neg
9375,neg
1267,neg
1530,neg
33864,neg
13264,neg
26272,neg
3439,neg
33607,neg
31724,neg
32790,neg
28997,neg
16464,neg
35013,neg
603,neg
1210,neg
7561,neg
33003,neg
13536,neg
10012,neg
22852,neg
15729,neg
32425,neg
33858,neg
34325,neg
12268,neg
6346,neg
31622,neg
30983,neg
14,pos
1620,neg
21613,neg
14264,neg
11846,neg
27420,neg
6316,neg
27951,neg
32945,neg
4277,neg
18457,neg
8095,neg
11623,neg
33966,neg
18072,neg
28571,neg
16043,neg
4979,neg
28449,neg
15891,neg
21397,neg
21152,neg
20204,neg
27349,neg
7640,neg
30674,neg
25251,neg
22084,neg
36006,neg
8985,neg
327,pos
15084,neg
18599,neg
34536,neg
16624,pos
23539,neg
23493,neg
28195,neg
9074,neg
28012,neg
28992,neg
2091,neg
609,neg
3982,neg
27619,neg
17623,neg
13039,neg
28320,neg
19163,neg
32135,neg
9635,neg
18451,neg
23078,neg
26685,neg
12312,neg
12117,neg
6550,neg
22887,neg
13279,neg
3966,neg
18433,pos
8514,neg
3416,neg
11732,neg
12918,neg
4118,neg
6994,neg
12753,neg
32258,neg
22895,neg
2001,neg
25841,neg
35722,neg
4230,neg
30290,neg
20677,neg
33021,neg
35161,neg
10087,neg
19091,neg
10819,neg
27221,neg
9185,neg
1439,neg
8300,neg
25579,neg
14994,neg
21528,neg
27759,neg
3893,neg
1909,neg
5904,neg
19770,neg
33851,neg
35229,neg
27456,neg
29240,neg
18662,neg
18604,neg
26707,neg
13371,neg
21249,neg
15799,neg
26405,neg
16048,neg
32789,neg
32720,neg
33213,neg
1809,neg
17661,neg
28716,neg
4263,neg
13558,neg
26311,neg
4562,neg
35431,neg
19552,neg
30090,neg
11003,neg
8503,neg
13181,neg
12224,pos
35272,neg
13499,neg
26548,neg
5686,neg
6961,neg
7337,neg
19557,neg
15130,neg
21319,neg
29947,neg
27681,neg
31475,neg
433,pos
17149,neg
29596,neg
32657,neg
14658,neg
11347,neg
764,neg
8902,neg
33805,neg
17605,neg
2692,neg
30499,neg
30474,neg
14297,neg
8271,neg
35594,neg
31258,neg
3981,neg
21985,neg
14525,pos
35930,pos
4889,neg
10972,neg
19567,neg
26372,pos
3951,neg
22466,neg
6541,neg
9419,neg
13107,pos
1390,neg
17784,neg
19229,neg
25225,neg
28560,neg
30375,neg
8085,neg
24486,neg
23954,neg
35105,neg
11182,neg
25927,neg
7346,neg
26658,neg
6427,neg
24180,neg
28188,neg
26600,neg
16547,neg
11162,neg
29510,neg
21937,neg
30614,neg
26246,neg
5047,neg
31298,neg
9225,neg
23641,neg
1722,neg
4972,neg
26052,neg
4044,neg
28087,pos
29532,neg
27495,neg
19928,neg
16532,neg
19157,neg
546,neg
35179,pos
21809,neg
20443,neg
13123,neg
16379,neg
22621,neg
28197,neg
8329,neg
6058,neg
15688,neg
29138,neg
19532,neg
2428,neg
35108,neg
9148,neg
24184,neg
20910,neg
31032,neg
26089,neg
35706,neg
613,neg
18883,neg
33922,neg
8504,neg
15448,neg
18861,neg
15922,neg
19067,neg
13459,neg
3335,neg
32226,neg
19689,neg
1778,pos
13675,neg
14019,neg
32581,neg
897,neg
29171,neg
28853,neg
18223,neg
25328,neg
30276,neg
24299,neg
31722,neg
22103,neg
36105,neg
27406,neg
12699,neg
17745,neg
11912,neg
2378,neg
17382,neg
21948,neg
1846,neg
32798,neg
33483,neg
33817,neg
21422,neg
27186,neg
17682,neg
7264,neg
15756,neg
32339,pos
8357,neg
18479,neg
2061,neg
13074,neg
700,neg
19359,neg
20368,neg
6348,neg
32364,neg
6462,neg
34623,neg
9113,neg
21210,neg
5208,neg
960,neg
6191,neg
8581,neg
13100,neg
3298,neg
11921,neg
35477,neg
9530,neg
18669,neg
18949,neg
33175,neg
17803,neg
8630,neg
25037,neg
17530,neg
18937,neg
17409,neg
14623,neg
1610,neg
18975,neg
7487,pos
3797,neg
29262,neg
25298,neg
13813,neg
17680,neg
25389,pos
33919,neg
21488,neg
1515,neg
29291,neg
13948,neg
34405,neg
19495,neg
6874,neg
18053,neg
28960,neg
29521,neg
33653,neg
22098,neg
2662,neg
5938,neg
9725,neg
5511,neg
7156,neg
33358,neg
30495,neg
24535,neg
26779,neg
7084,pos
12980,neg
1448,neg
12159,neg
32366,neg
12122,neg
24785,neg
2986,neg
24783,neg
21063,neg
30908,neg
8572,neg
20395,neg
24745,neg
1555,neg
24422,neg
7389,neg
2191,neg
26403,neg
6394,neg
22153,neg
17785,neg
6697,neg
4260,neg
27937,neg
6663,neg
33394,neg
21215,neg
20577,neg
6528,neg
1792,neg
1984,neg
244,pos
3482,neg
19443,neg
5456,neg
33424,neg
18781,neg
45,pos
23571,neg
34765,neg
13804,neg
35960,neg
21679,neg
19168,neg
8204,neg
35243,neg
6739,neg
25725,neg
34674,neg
18893,neg
3312,neg
20696,neg
20000,neg
1137,neg
779,neg
5706,neg
1164,neg
20798,neg
7419,neg
15213,neg
35084,neg
13438,neg
10627,neg
1357,neg
7208,neg
22851,neg
7094,neg
14854,neg
29523,neg
7381,neg
34934,neg
23657,neg
34732,neg
25248,neg
12099,neg
28890,neg
17260,neg
3843,neg
32621,neg
35717,neg
17315,neg
28820,neg
10169,neg
10744,neg
21694,neg
28099,neg
25641,neg
10344,neg
28549,neg
32669,neg
3656,neg
21927,neg
19568,neg
2340,neg
25584,neg
26026,neg
16184,neg
32042,neg
35575,neg
12641,neg
8452,neg
12246,neg
18463,neg
34545,neg
1213,neg
810,neg
8246,neg
10292,neg
6710,neg
34124,neg
22872,neg
28214,neg
19989,neg
30777,neg
28994,neg
6962,neg
2933,neg
25740,neg
896,neg
25457,neg
1665,neg
17455,neg
19986,neg
1490,neg
17135,neg
20953,neg
22754,neg
31163,neg
4463,neg
4500,neg
13780,neg
22068,neg
1503,neg
28070,neg
24326,neg
11851,neg
32189,neg
11156,neg
35807,neg
25716,neg
20282,neg
5659,neg
7304,neg
11233,neg
20546,neg
14231,pos
14247,neg
21150,neg
28058,neg
13687,neg
13091,neg
19421,neg
35285,neg
7984,neg
20963,neg
12557,neg
3777,neg
24978,neg
29953,neg
30710,neg
23819,neg
9971,neg
33793,neg
25256,neg
34414,neg
28730,neg
25195,neg
10652,neg
16149,neg
20420,neg
13244,neg
20928,neg
29789,neg
33658,neg
12909,neg
35598,neg
1251,neg
18484,neg
886,neg
7407,neg
29024,neg
22871,neg
8936,neg
8516,neg
17123,neg
24641,neg
23249,neg
23193,neg
7844,neg
8904,neg
1312,neg
8614,neg
26657,neg
5288,neg
8429,neg
14846,neg
3447,neg
33073,neg
22768,neg
12508,neg
30629,neg
15980,neg
15138,neg
3009,neg
19004,neg
8933,neg
22631,neg
27284,neg
6406,neg
20418,neg
10778,neg
1903,neg
4897,neg
7028,neg
21795,neg
23770,pos
25877,neg
20830,neg
6685,neg
28661,neg
22074,neg
10935,neg
32815,neg
29542,neg
4376,pos
11433,neg
27928,neg
3301,neg
14530,neg
4868,neg
1725,neg
2973,neg
15767,neg
5808,neg
9922,neg
12382,neg
1463,neg
15845,neg
31005,neg
2690,pos
18245,neg
10479,neg
11518,neg
20383,neg
24651,neg
32587,neg
26975,neg
23168,neg
11562,neg
12994,neg
25352,neg
26450,neg
6807,neg
6384,neg
18492,neg
16919,neg
883,neg
16090,neg
3402,neg
32615,neg
4387,neg
25919,neg
26347,neg
32123,neg
34983,neg
25594,neg
17902,neg
15006,neg
23350,neg
12020,neg
11553,neg
33757,neg
3478,neg
19964,neg
22808,neg
32709,neg
32313,neg
24474,neg
2480,neg
12076,neg
30563,neg
10117,neg
34575,neg
16932,neg
5627,neg
1403,neg
5564,neg
7850,neg
13729,neg
25555,neg
1642,neg
3713,neg
27720,neg
9078,neg
32597,neg
25909,neg
19599,neg
844,neg
6568,neg
30726,neg
19665,neg
7151,neg
30236,neg
15505,neg
28879,neg
23163,neg
19416,neg
22507,neg
27839,neg
12492,neg
23613,neg
29321,neg
21790,neg
32373,neg
21643,neg
22020,neg
9693,neg
27977,neg
34789,neg
14514,neg
25739,neg
23186,neg
6639,neg
17630,neg
33524,neg
12445,neg
15131,neg
33766,neg
10828,neg
5120,neg
7162,neg
31231,neg
19484,neg
30300,neg
8394,neg
28970,neg
33159,pos
24352,neg
29702,neg
12630,pos
19292,neg
4248,neg
24166,neg
12325,neg
8490,neg
17973,neg
18084,neg
6945,neg
26922,neg
23282,neg
25124,neg
6775,neg
26866,neg
16310,neg
15236,neg
18506,neg
31596,neg
28305,neg
20985,neg
17535,neg
1476,pos
17176,neg
27610,neg
20751,neg
15672,neg
10581,neg
23155,neg
22924,neg
4135,neg
641,neg
21875,neg
22796,neg
665,neg
32061,neg
9214,neg
29130,neg
23804,neg
13269,neg
14410,neg
33058,neg
29286,neg
248,pos
12625,neg
4984,neg
7284,neg
32275,neg
18996,neg
7814,neg
14622,neg
22399,neg
7129,neg
21943,neg
34214,neg
22111,neg
7704,neg
105,pos
13811,neg
6695,neg
6143,neg
18859,neg
16864,neg
27095,neg
33329,neg
13266,neg
9632,neg
28845,neg
22158,neg
21865,neg
5847,neg
17358,neg
2939,neg
8229,neg
16354,neg
4023,neg
343,pos
1823,neg
9322,neg
25072,neg
24243,neg
28649,neg
15832,neg
35184,neg
16360,neg
14558,neg
16918,neg
